Producto,Marca,Precio,Tienda,Fecha
Macetero de plástico 30 cm plata,JUST HOME COLLECTION,"
7990",Sodimac,04-03-2026
MACETERO BEIGE EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
MACETERO NEGRO EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
Macetero fibra line,JUST HOME COLLECTION,"
29990",Sodimac,04-03-2026
Set 3 Maceteros de Madera Tipo Barril,CASA BONITA,"
36990",Sodimac,04-03-2026
Set 4 tamaños de maceteros denver color beige,JUST HOME COLLECTION,"
20990",Sodimac,04-03-2026
Macetero Mikonos,JUST HOME COLLECTION,"
13990",Sodimac,04-03-2026
Maceta Macetero Pedestal Decorativo grande,GENERICO,"
19990",Sodimac,04-03-2026
Macetero de madera tipo barril,CASA BONITA,"
14990",Sodimac,04-03-2026
MACETERO NEGRO AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,"
44990",Sodimac,04-03-2026
MACETERO BEIGE AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
Jardinera Exterior De Barandilla Para Balcón 50x20x12 CM,CRUSEC,"
15990",Sodimac,04-03-2026
Canasto Decorativo Hierba Marina 43X40 Cm Hogar,JUST HOME COLLECTION,"
28990",Sodimac,04-03-2026
Macetero Plástico 46cm Grafiato Cónico Decorativo Grande,GENERICO,"
17850",Sodimac,04-03-2026
Macetero de cerámica,SK,"
7990",Sodimac,04-03-2026
Macetero de Greda 13x13 cm Colores Surtidos,JUST HOME COLLECTION,"
2990",Sodimac,04-03-2026
Macetero de cerámica,SK,"
6690",Sodimac,04-03-2026
Soporte De 5 Niveles Para Macetas Plantas Decorativo Blanco,CRUSEC,"
28990",Sodimac,04-03-2026
Juego De Dos Macetas De Flores Para Colgar Pared,CRUSEC,"
13990",Sodimac,04-03-2026
Soporte Para Plantas Colgantes 2 Ganchos De Pared De Hierro,MUNDO MAGIA,"
7990",Sodimac,04-03-2026
Set 3 Maceteros de Ceámica Kura Tabaco Dorado,JUST HOME COLLECTION,"
32990",Sodimac,04-03-2026
135 Maceteros Flexibles Vivero 9x8cm Terracota Kit Inicial,GENERICO,"
9390",Sodimac,04-03-2026
Macetero Siena de Plástico 40x40 cm Plata,JUST HOME COLLECTION,"
9990",Sodimac,04-03-2026
Set Organizador 3 Pedestal Porta Macetero Desmontable Metal,ANYHOGAR,"
25467",Sodimac,04-03-2026
Macetero Autorregante Set 4 Unidades,KUANGYE,"
13290",Sodimac,04-03-2026
Estante plantas 75x54 cm green,JUST HOME COLLECTION,"
29990",Sodimac,04-03-2026
Macetero de fibra Tall,JUST HOME COLLECTION,"
52990",Sodimac,04-03-2026
9 Pcs Macetas De Plastico Con Separador De Agua Tricolor,TNAKIEX,"
15990",Sodimac,04-03-2026
Torre De Cultivo Hidropónico Vertical 165x53cm,RAGNAR,"
112872",Sodimac,04-03-2026
MACETERO NEGRO EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
Torre De Cultivo Hidropónico Vertical 165x53cm,RAGNAR,"
112872",Sodimac,04-03-2026
Macetero Siena de Plástico 40x40 cm Blanco,JUST HOME COLLECTION,"
9990",Sodimac,04-03-2026
Jardin Vertical huerto urbano balcon terraza mural exterior de geotextil 18 bolsillos,GENERICO,"
6900",Sodimac,04-03-2026
"Rack huerto 49x20x13,5 cm",ERGO,"
32990",Sodimac,04-03-2026
Jardinera de Polipropileno 79x39 cm Arena,DEROMA,"
82990",Sodimac,04-03-2026
MACETERO NEGRO AMSTERDAM 70CM ALTO CON PLATO,FLORIDIS,"
91990",Sodimac,04-03-2026
MACETERO CAFE EFECTO MARMOL GENEBRA 35CM ALTO CON PLATO,FLORIDIS,"
17990",Sodimac,04-03-2026
Set 2 Maceteros de Fibra con Patas Blanco,JUST HOME COLLECTION,"
62990",Sodimac,04-03-2026
Pack 2 Macetas De Vidrio Colgante Transparente Pared 13cm,CRUSEC,"
10990",Sodimac,04-03-2026
MACETERO NEGRO ZURIQUE 55CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
Portamacetero Colgante Para Macetas 65 Cm,JUST HOME COLLECTION,"
5000",Sodimac,04-03-2026
Paraguas Grande De Totora Para Jardín Y Exteriores,TOTORARTE,"
13390",Sodimac,04-03-2026
Porta Macetero Metálico 46 Cm Para Interior,JUST HOME COLLECTION,"
25990",Sodimac,04-03-2026
Set 4 Maceteros de Cerámica Azul,JUST HOME COLLECTION,"
94990",Sodimac,04-03-2026
Cerco Metálico Decorativo Jardín Delimitador 42X47 Cm,POTTERY,"
6490",Sodimac,04-03-2026
Macetero de plástico 28 cm,CASA BONITA,"
3272",Sodimac,04-03-2026
Mesita Porta Macetero Pedestal Dos Niveles,GENERICO,"
12990",Sodimac,04-03-2026
Set de 3 macetas tejidas con patas,HOME ESSENTIALS,"
47990",Sodimac,04-03-2026
Macetero Redondo de Plástico 17.2x17 cm Taupe,REYPLAST,"
3190",Sodimac,04-03-2026
Set Organizador Pedestal Porta Macetero Desmontable Metal,KINDA NICE,"
13990",Sodimac,04-03-2026
Macetero de Greda 14x14 cm Colores Surtidos,JUST HOME COLLECTION,"
2990",Sodimac,04-03-2026
Macetero de arcilla sin borde terracota,JUST HOME COLLECTION,"
19990",Sodimac,04-03-2026
Macetero de Cerámica 13x13 cm Diseños Surtidos,JUST HOME COLLECTION,"
2990",Sodimac,04-03-2026
Macetero Redondo de Plástico 32x30 cm Taupe,REYPLAST,"
10990",Sodimac,04-03-2026
Macetero con Patas de Metal 18.5x31 cm Dorado,JUST HOME COLLECTION,"
14990",Sodimac,04-03-2026
Macetero de cerámica,SK,"
6990",Sodimac,04-03-2026
MACETERO GRAFITO AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
MACETERO MARRON AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,"
44990",Sodimac,04-03-2026
MACETERO BEIGE AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,"
44990",Sodimac,04-03-2026
Maceteros Autorregante Set 4 Unidades,KUANGYE,"
13290",Sodimac,04-03-2026
Macetero Rotomoldeo de Polipropileno 55x53 cm Negro,POTTERY,"
79990",Sodimac,04-03-2026
MACETERO BEIGE EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
Maceta Colgante Macetero Colgante De Paja Cesta Pequeño,OEM,"
5990",Sodimac,04-03-2026
MACETERO NEGRO MODELO BERLIN 41CM ALTO CON PLATO,FLORIDIS,"
39990",Sodimac,04-03-2026
Macetero Redondo de Plástico 24.4x23 cm Taupe,REYPLAST,"
7490",Sodimac,04-03-2026
Juego de 2 Macetas Metálicas Vintage - Acabado Rústico para Balcón,GENERICO,"
7990",Sodimac,04-03-2026
Macetero de Plástico 27x38 cm Arena,JUST HOME COLLECTION,"
27990",Sodimac,04-03-2026
MACETERO BLANCO AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
Macetero de cerámica Himba,JUST HOME COLLECTION,"
17990",Sodimac,04-03-2026
Macetero de cerámica Nui,JUST HOME COLLECTION,"
11990",Sodimac,04-03-2026
Malla Antimaleza 2x10mts +15 Clavos En U + 15 Espaciador,MUNDO MAGIA,"
10990",Sodimac,04-03-2026
Set 3 Maceteros de Fibra Stri Grey Gris,JUST HOME COLLECTION,"
96990",Sodimac,04-03-2026
31 Kits Bandejas Germinadoras Con Luz Invernadero Semillero,YAYKO,"
12290",Sodimac,04-03-2026
MACETERO GRIS CLARO AMSTERDAM 65 CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
Set 4 tamaños de maceteros denver color plomo,JUST HOME COLLECTION,"
20990",Sodimac,04-03-2026
Soporte Para 8 Macetas Estante Jardinera Huerto Plantas,GENERICO,"
19980",Sodimac,04-03-2026
Set 2 maceteros con pedestal dorados,IMPORTADORA USA,"
35990",Sodimac,04-03-2026
Macetero Grafiato de Plástico 34x48 cm Granito,JUST HOME COLLECTION,"
42990",Sodimac,04-03-2026
Porta Macetero Pedestal Maceta Plantas Blanco Dorado Mediano,GENERICO,"
18990",Sodimac,04-03-2026
Macetero de Greda 13x13 cm Colores Surtidos,JUST HOME COLLECTION,"
2990",Sodimac,04-03-2026
Macetero rústico de arcilla,CASA BONITA,"
9990",Sodimac,04-03-2026
Fuente Solar Rayado Para Jardín,GENERICO,"
10000",Sodimac,04-03-2026
MACETERO NEGRO AMSTERDAM 45CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
MACETERO BEIGE AMSTERDAM 45CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
MACETERO GRIS CLARO AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
MACETERO CAFE EFECTO MARMOL GENEBRA 35CM ALTO CON PLATO,FLORIDIS,"
17990",Sodimac,04-03-2026
MACETERO BEIGE AMSTERDAM 45CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
Macetero con Base de Metal 26x26 cm Dorado,JUST HOME COLLECTION,"
22990",Sodimac,04-03-2026
MACETERO BEIGE ALCANTARA 75CM ALTO,GENERICO,"
21990",Sodimac,04-03-2026
MACETERO NEGRO BOWL 19CM ALTO CON PLATO,FLORIDIS,"
19990",Sodimac,04-03-2026
MACETERO GRANITO ALCANTARA 75CM ALTO,GENERICO,"
21990",Sodimac,04-03-2026
MACETERO MARRON FLORENCIA 24CM ALTO CON PLATO,FLORIDIS,"
18990",Sodimac,04-03-2026
MACETERO GRIS EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
Macetero De Madera Cuadrado Grande,GENERICO,"
30990",Sodimac,04-03-2026
Maceta Colgante Macetero Colgante De Paja Cesta Mediano,OEM,"
6990",Sodimac,04-03-2026
Macetero de cerámica,JUST HOME COLLECTION,"
6990",Sodimac,04-03-2026
Maceta Macetero Pedestal Decorativo Blanco,GENERICO,"
15990",Sodimac,04-03-2026
Portamacetero De Pared Metálico Para Macetas,ERGO,"
3990",Sodimac,04-03-2026
Macetero de fibra con patas,JUST HOME COLLECTION,"
33990",Sodimac,04-03-2026
Porta Macetero Pedestal Soporte De Plantas Desmontable,CRUSEC,"
15990",Sodimac,04-03-2026
Macetero de Plástico 22.8x17.8 cm Taupe,CASA BONITA,"
2990",Sodimac,04-03-2026
Macetero Siena de Plástico 30x30 cm Blanco,JUST HOME COLLECTION,"
7990",Sodimac,04-03-2026
Macetero de Plástico 11.5x8.9 cm Taupe,CASA BONITA,"
833",Sodimac,04-03-2026
Macetero Vitoria de Cerámica 33x26 cm Gris,JUST HOME COLLECTION,"
26990",Sodimac,04-03-2026
Macetero de plástico 23 cm,CASA BONITA,"
2392",Sodimac,04-03-2026
9 Pcs Macetas De Plastico Con Separador De Agua Tricolor,TNAKIEX,"
15990",Sodimac,04-03-2026
Macetero de Plástico 39.8x31 cm Taupe,CASA BONITA,"
9990",Sodimac,04-03-2026
Macetero De Plastico Canasto Dorado Maceta Balde Grande,OEM,"
15990",Sodimac,04-03-2026
Set 2 Maceteros de Cerámica Aisea Oliva Dorado,JUST HOME COLLECTION,"
24990",Sodimac,04-03-2026
Macetero Ondulado de Plástico 38x26 cm Arena,JUST HOME COLLECTION,"
21990",Sodimac,04-03-2026
Macetero de plástico 17 cm,CASA BONITA,"
1352",Sodimac,04-03-2026
Macetero de Plástico 25x21 cm Chocolate,VITALY,"
1990",Sodimac,04-03-2026
Macetero Stri de Fibra de Vidrio 50x39 cm Gris,JUST HOME COLLECTION,"
47990",Sodimac,04-03-2026
MACETERO GRAFITO GENEBRA 57CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
MACETERO GRIS CLARO AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,"
44990",Sodimac,04-03-2026
Set 3 Maceteros de Cerámica Nihi Verde Jade,JUST HOME COLLECTION,"
50990",Sodimac,04-03-2026
Macetero Tanta 34 (Fibra de Cemento),PLANT ME,"
49990",Sodimac,04-03-2026
Pack 80 Maceteros 14x13 Terracota Kit Inicial,KUANGYE,"
10090",Sodimac,04-03-2026
Macetero de plástico 46 cm,CASA BONITA,"
11192",Sodimac,04-03-2026
Macetero de fibra Stri,JUST HOME COLLECTION,"
32990",Sodimac,04-03-2026
Macetero Basel,SK,"
6690",Sodimac,04-03-2026
Macetas Pedesta Maceta Negra,BASEMENT HOME,"
26990",Sodimac,04-03-2026
MACETERO NEGRO EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
Macetero de Plástico 17.1x13.4 cm Taupe,CASA BONITA,"
1690",Sodimac,04-03-2026
Macetero de plástico 14 cm,JUST HOME COLLECTION,"
2390",Sodimac,04-03-2026
Canasto Decorativo Hierba Marina 43X30 Cm Boho Chic Hogar,JUST HOME COLLECTION,"
16990",Sodimac,04-03-2026
Set 2 Canastos Nazca,JUST HOME COLLECTION,"
38990",Sodimac,04-03-2026
Macetero Umea de Cerámica 18x17 cm Capuccino,SK,"
9490",Sodimac,04-03-2026
Jardinera Decoway Blanco- 50 Cm,GENERICO,"
20990",Sodimac,04-03-2026
Macetero Redondo de Plástico 33x30 cm Marrón,REYPLAST,"
10990",Sodimac,04-03-2026
Macetero Redondo de Plástico 25x24 cm Marrón,REYPLAST,"
6290",Sodimac,04-03-2026
Set De Tres Maceteros Blancos Redondos Con Líneas Negras,GENERICO,"
10990",Sodimac,04-03-2026
Jardinera rectangular Agro 100 x 18 cm terracota,STERN,"
7990",Sodimac,04-03-2026
Paraguas Protector Para Plantas Totora Chico Jardín,TOTORARTE,"
11390",Sodimac,04-03-2026
MACETERO BEIGE AMSTERDAM 28CM ALTO CON PLATO,FLORIDIS,"
13990",Sodimac,04-03-2026
Medidor De Suelo Tres Funciones Para Jardín Humedad Luz Y Ph,ERGO,"
7990",Sodimac,04-03-2026
Macetero Pedestal Con Soporte 20X60 Cm,BASEMENT HOME,"
31990",Sodimac,04-03-2026
Jardinera Decoway Negro- 50 Cm,GENERICO,"
20990",Sodimac,04-03-2026
MACETERO CAFE EFECTO MARMOL AMSTERDAM 28CM ALTO CON PLATO,FLORIDIS,"
13990",Sodimac,04-03-2026
MACETERO CEMENTO MODELO BERLIN 31CM ALTO CON PLATO,FLORIDIS,"
34990",Sodimac,04-03-2026
MACETERO MARRON AMSTERDAM 45CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
MACETERO GRIS EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
MACETERO GRAFITO GENEBRA 57CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
Macetero - Diseño Perro,GENERICO,"
4990",Sodimac,04-03-2026
ES de Plástico 18x17 cm Marrón,REYPLAST,"
3690",Sodimac,04-03-2026
Macetero con Patas de Metal 22x45 cm Dorado,JUST HOME COLLECTION,"
25990",Sodimac,04-03-2026
MACETERO MARRON FLORENCIA 32CM ALTO CON PLATO,FLORIDIS,"
28990",Sodimac,04-03-2026
MACETERO CEMENTO MODELO BERLIN 31CM ALTO CON PLATO,FLORIDIS,"
34990",Sodimac,04-03-2026
MACETERO NEGRO EFECTO MARMOL AMSTERDAM 28CM ALTO CON PLATO,FLORIDIS,"
18990",Sodimac,04-03-2026
Macetero Plastico Diseño Efecto Barril De Madera Maceta L,GENERICO,"
16990",Sodimac,04-03-2026
Macetero Canasto Rama Tejida Decorativa 35 X 30 Cm,DECOGREEN,"
13990",Sodimac,04-03-2026
Set Macetero y Plato Biodegradable de Bambú 16.5x13 cm Blanco,DECOGREEN,"
4990",Sodimac,04-03-2026
Macetero 25x20 cm Gris Casa VIVA,GENERICO,"
4990",Sodimac,04-03-2026
Plantas Vivas Flotantes Acuarios Estanques Lentejas Agua,GROW SWEET,"
9990",Sodimac,04-03-2026
Canasto Decorativo Tejido Fibra 55X35X30 Cm,JUST HOME COLLECTION,"
29990",Sodimac,04-03-2026
MACETERO MARRON AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,"
44990",Sodimac,04-03-2026
Jardinera de plástico 15x19x46 cm,CASA BONITA,"
3192",Sodimac,04-03-2026
Macetero Denver de Plástico 14x12.5 cm Beige,JUST HOME COLLECTION,"
3690",Sodimac,04-03-2026
Plato Redondo Para Macetero 18 Cm Decorativo Hogar,REYPLAST,"
690",Sodimac,04-03-2026
MACETERO BEIGE MODELO MARAGOGI 20CM ALTO,GENERICO,"
14990",Sodimac,04-03-2026
MACETERO CEMENTO MODELO CURITIBA 32CM ALTO,GENERICO,"
29990",Sodimac,04-03-2026
Colgador Mural Metálico Para Maceteros 25 Cm Decoración Hogar,ERGO,"
5290",Sodimac,04-03-2026
Maceta con base 29x30 cm,JUST HOME COLLECTION,"
26990",Sodimac,04-03-2026
Macetero Biodegradable de Bambú 25x17 cm Negro,DECOGREEN,"
6990",Sodimac,04-03-2026
Jardinera de Plástico 19x15 cm taupe,CASA BONITA,"
3990",Sodimac,04-03-2026
Maceteros de Greda (tinajas). Pack 10 Unidades. Pomaire Online,GENERICO,"
14990",Sodimac,04-03-2026
Jardinera para Baranda de Polipropileno 25x25 cm Gris,REMBRE,"
4890",Sodimac,04-03-2026
Macetero alto cuadrado Lofly 24 x 24 cm gris piedra,STERN,"
7990",Sodimac,04-03-2026
Set 3 maceteros Fibra Line Sand,JUST HOME COLLECTION,"
96990",Sodimac,04-03-2026
MACETERO CAFE EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
MACETERO CAFE AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
Macetero de cerámica,SK,"
6690",Sodimac,04-03-2026
Cerco Metálico Decorativo Jardín 56 Cm,POTTERY,"
5490",Sodimac,04-03-2026
Porta Suculentas Casita Colgante Estilo Vintage,GENERICO,"
15000",Sodimac,04-03-2026
Set 3 Maceteros Cerámica Mikonos Blanco,JUST HOME COLLECTION,"
44990",Sodimac,04-03-2026
Plato Base Biodegradable Para Macetero 25 Cm Jardín,DECOGREEN,"
2390",Sodimac,04-03-2026
"Vasos para trasplante 9x9x9,5 cm - 10 unidades",VILMORIN,"
3090",Sodimac,04-03-2026
Macetero de cerámica,JUST HOME COLLECTION,"
15990",Sodimac,04-03-2026
Macetero Aisea de Cerámica 26x16 cm Oliva dorado,JUST HOME COLLECTION,"
13990",Sodimac,04-03-2026
Macetero autorregante reciclado de Plástico 23x20 cm Café,REMBRE,"
4290",Sodimac,04-03-2026
Macetero Denver de Plástico 22x20 cm Plomo,JUST HOME COLLECTION,"
7990",Sodimac,04-03-2026
MACETERO NEGRO AMSTERDAM 70CM ALTO CON PLATO,FLORIDIS,"
91990",Sodimac,04-03-2026
Portamacetero De Pared Metálico Para Plantas,ERGO,"
6990",Sodimac,04-03-2026
Macetero autorregante reciclado de Plástico 23x20 cm Marfil,REMBRE,"
5690",Sodimac,04-03-2026
Set Macetero y Plato Zafiro de Cerámica 10x13 cm Blanco,MESTIZA,"
7290",Sodimac,04-03-2026
Plato Redondo Para Macetero 25 Cm Decorativo Jardín Hogar,REYPLAST,"
1390",Sodimac,04-03-2026
MACETERO GRIS CLARO AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
Jardinera De Madera En Pino Cepillado Color Nogal,GENERICO,"
35990",Sodimac,04-03-2026
Macetero de Plástico 28.4x22.2 cm Taupe,CASA BONITA,"
4190",Sodimac,04-03-2026
Macetero de plástico 12 cm,CASA BONITA,"
872",Sodimac,04-03-2026
Macetero de Cemento 11.5x12 Gris,POTTERY,"
13590",Sodimac,04-03-2026
Macetero Colgante con Bandeja Extraíble Negro M,GENERICO,"
10990",Sodimac,04-03-2026
Macetero de cerámica,SK,"
6990",Sodimac,04-03-2026
Torre De Cultivo Hidropónico Vertical 165x53cm,RAGNAR,"
112872",Sodimac,04-03-2026
Macetero de Plástico 14x17 cm Verde,CASA BONITA,"
1690",Sodimac,04-03-2026
MACETERO GRAFITO ZURIQUE 55CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
Macetero Cairo 40 (Fibra de Vidrio),PLANT ME,"
64990",Sodimac,04-03-2026
MACETERO GRIS EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,"
23990",Sodimac,04-03-2026
MACETERO GRAFITO GENEBRA 57CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
Porta Maceteros Soporte Plantas 3 niveles,GENERICO,"
34990",Sodimac,04-03-2026
Macetero Zafiro 17 cm platino,MESTIZA,"
9490",Sodimac,04-03-2026
Macetero de Plástico 12x9 cm Verde,CASA BONITA,"
990",Sodimac,04-03-2026
Macetero de Plástico 34x26.8 cm Taupe,CASA BONITA,"
6290",Sodimac,04-03-2026
MACETERO CEMENTO MODELO BERLIN 31CM ALTO CON PLATO,FLORIDIS,"
34990",Sodimac,04-03-2026
MACETERO GRIS EFECTO MARMOL AMSTERDAM 28CM ALTO CON PLATO,FLORIDIS,"
19990",Sodimac,04-03-2026
Macetero Denver de Plástico 18x17 cm Beige,JUST HOME COLLECTION,"
5990",Sodimac,04-03-2026
Macetero Metálico Diseño Regadera,BRIC,"
9990",Sodimac,04-03-2026
Macetero Viena,JUST HOME COLLECTION,"
41990",Sodimac,04-03-2026
Macetero Denver de Plástico 16x15 cm Beige,JUST HOME COLLECTION,"
4990",Sodimac,04-03-2026
Colgador Macetas 125 Cm Soporte Para 3,JUST HOME COLLECTION,"
5990",Sodimac,04-03-2026
Macetero Siena de Polipropileno 40x40 cm Dorado,JUST HOME COLLECTION,"
9990",Sodimac,04-03-2026
Jardinera para Baranda de Polipropileno 21x25 cm Gris,REMBRE,"
2590",Sodimac,04-03-2026
Macetero Rotomoldeado Muna de Polietileno 55x53 cm Arena,DECO POTTERY,"
72990",Sodimac,04-03-2026
Maceta Rectangular 43cm Naranja con Plato - Jardín Balcón IntExt,GENERICO,"
5990",Sodimac,04-03-2026
MACETERO BEIGE MODELO CURITIBA 24CM ALTO,GENERICO,"
21990",Sodimac,04-03-2026
Masetero Decorativo SHIGUHE MACETA Cerámica Gris 82×28 cm,EGLO,"
11990",Sodimac,04-03-2026
Macetero Ceuta de Cerámica 30x23 cm Beige,CASA BONITA,"
18990",Sodimac,04-03-2026
Set 3 Maceteros Uthai,JUST HOME COLLECTION,"
27990",Sodimac,04-03-2026
Plato Redondo Para Macetero Ratan 25 Cm Jardín,REYPLAST,"
1590",Sodimac,04-03-2026
Jardinera de Plástico 19x15 cm taupe,CASA BONITA,"
6290",Sodimac,04-03-2026
MACETERO BEIGE AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,"
44990",Sodimac,04-03-2026
Macetero Cilindro Terracota Crema Con Pedestal Para Plantas,DECOGREEN,"
9690",Sodimac,04-03-2026
Base Para Macetero N°10 25 Cm Jardín,CASA BONITA,"
990",Sodimac,04-03-2026
Set De Amarras Para Plantas Sujeción Jardín 20 Unidades,ERGO,"
2190",Sodimac,04-03-2026
Macetero Cilindro de Cemento 20x20 cm Gris y Bamboo,DECOGREEN,"
9690",Sodimac,04-03-2026
MACETERO AZUL EFECTO MARMOL ZURIQUE 34CM ALTO CON PLATO,FLORIDIS,"
17990",Sodimac,04-03-2026
LUZ de cultivo indoor para PLANTAS interior X 2 pack,GROWLED,"
29990",Sodimac,04-03-2026
Set 3 Maceteros Olive Redondo,JUST HOME COLLECTION,"
79990",Sodimac,04-03-2026
Set de 3 maceteros cerámica color negro,JUST HOME COLLECTION,"
50390",Sodimac,04-03-2026
Macetero Decorativo Moderno - Estilo Geométrico Negro y Dorado S,GENERICO,"
8990",Sodimac,04-03-2026
Macetero Plastico Redondo 20cm Arena,GENERICO,"
5990",Sodimac,04-03-2026
Macetero Vitoria de Cerámica 32x32 cm Negro,JUST HOME COLLECTION,"
28990",Sodimac,04-03-2026
Canasto Decorativo Paracas Hierba Marina 26X21 Cm,JUST HOME COLLECTION,"
23990",Sodimac,04-03-2026
Macetero Berlim de Cerámica 12.4x9.2 cm Beige,JAPI,"
5290",Sodimac,04-03-2026
Macetero Zafiro de Cerámica 24x21 cm Negro,MESTIZA,"
14990",Sodimac,04-03-2026
Set Macetero y Plato Biodegradable de Bambú 24x18 cm Gris,DECOGREEN,"
7990",Sodimac,04-03-2026
Jardinera rectangular Lofly 80 x 33.4 cm gris piedra,STERN,"
32990",Sodimac,04-03-2026
Macetero de bambú redondo set de 3,BRIC,"
10990",Sodimac,04-03-2026
