,Producto,Marca,Precio,Tienda,Fecha,Medidas,Material,Cantidad,Venta agrupada
47,MACETA BILLIE BLANCO 38.6 CM,OUTZEN,6293,Easy,18-02-2026,38.6CM,DESCONOCIDO,1,0
48,MACETERO CILINDRO GRAFITO CON PLATO DORADO L 18X18 CM,DECOGREEN,7794,Easy,18-02-2026,18X18,DESCONOCIDO,1,0
49,MACETA STRIPES AZUL 20 CM,OUTZEN,6993,Easy,18-02-2026,20CM,DESCONOCIDO,1,0
50,MACETERO CILINDRO VERDE MUSGO CON PLATO DORADO M 15X15 CM,DECOGREEN,6990,Easy,18-02-2026,15X15,DESCONOCIDO,1,0
51,MACETA EMBOSS PERFIL BLANCO 17 CM,OUTZEN,4893,Easy,18-02-2026,17CM,DESCONOCIDO,1,0
52,MACETERO CANASTO 32 CM BRAHMA CAFE,DECOGREEN,13990,Easy,18-02-2026,32CM,DESCONOCIDO,1,0
53,MACETERO 57 CM ESSENTIAL PLANTER I JAPI,JAPI,49990,Easy,18-02-2026,57CM,DESCONOCIDO,1,0
54,MACETA BARRIL ARCE 20.6 CM,OUTZEN,2793,Easy,18-02-2026,20.6CM,DESCONOCIDO,1,0
55,MACETERO 16 CM PIEDRA TAUPE REYPLAST.,REYPLAST,2990,Easy,18-02-2026,16CM,DESCONOCIDO,1,0
56,MACETA HERA 22X30 CM,OUTZEN,13993,Easy,18-02-2026,22X30,DESCONOCIDO,1,0
57,MACETA OLEANDER RUSTED 15 CM,OUTZEN,2990,Easy,18-02-2026,15CM,DESCONOCIDO,1,0
58,MACETA TALLA L CANASTO BASE BUKAN OUTZEN,OUTZEN,17493,Easy,18-02-2026,L,DESCONOCIDO,1,0
59,MACETA TORTUGA 11X23X15.3 CM,OUTZEN,5593,Easy,18-02-2026,11X23X15.3,DESCONOCIDO,1,0
60,MACETA AZUL 16 CM,OUTZEN,6993,Easy,18-02-2026,16CM,DESCONOCIDO,1,0
61,MACETA BOCAYA BEIGE 46 CM,OUTZEN,35693,Easy,18-02-2026,46CM,DESCONOCIDO,1,0
62,PORTA MACETA RATAN 32 CM,OUTZEN,13993,Easy,18-02-2026,32CM,NATURAL,1,0
63,MACETERO 14 CM CAPRI ANTRACITA OUTZEN,OUTZEN,1043,Easy,18-02-2026,14CM,DESCONOCIDO,1,0
64,MACETERO CILINDRO TERRACOTA 3 PIEZAS DECOGREEN,DECOGREEN,29990,Easy,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
65,MACETERO 45 CM RUSTIC ROUND PLANTER II JAPI,JAPI,39990,Easy,18-02-2026,45CM,DESCONOCIDO,1,0
66,MACETA CERAMICA XL ALINE GLOSSY BLANCO,OUTZEN,13993,Easy,18-02-2026,XL,CERAMICA,1,0
67,MACETERO M BASIC BLANCO OUTZEN,OUTZEN,8393,Easy,18-02-2026,M,DESCONOCIDO,1,0
68,MACETERO ENLOZADO AZUL 20X18X18 CM,DECOGREEN,12990,Easy,18-02-2026,20X18X18,DESCONOCIDO,1,0
69,SET MACETERO ENLOZADO AZUL S+M,DECOGREEN,25990,Easy,18-02-2026,S,DESCONOCIDO,1,0
70,MACETERO L BASIC JADE OUTZEN,OUTZEN,10493,Easy,18-02-2026,L,DESCONOCIDO,1,0
71,MACETA D1 AJOLOTE 12 CM,OUTZEN,3743,Easy,18-02-2026,12CM,DESCONOCIDO,1,0
72,MACETERO CILINDRO VERDE MUSGO CON PLATO DORADO S 13X13 CM,DECOGREEN,4990,Easy,18-02-2026,13X13,DESCONOCIDO,1,0
73,TIERRA PARA MACETERO 6 LITROS NATURAL,ARMONY,1890,Easy,18-02-2026,6L,DESCONOCIDO,1,0
74,MACETA L BLUE ASSO 29 CM,OUTZEN,6993,Easy,18-02-2026,29CM,DESCONOCIDO,1,0
75,MACETA OLEANDER ECRU 19 CM,OUTZEN,4990,Easy,18-02-2026,19CM,DESCONOCIDO,1,0
76,MACETERO 16 CM CAPRI BLANCO,OUTZEN,1393,Easy,18-02-2026,16CM,DESCONOCIDO,1,0
77,MACETERO L BASIC GRIS,OUTZEN,10493,Easy,18-02-2026,L,DESCONOCIDO,1,0
78,MACETERO 16 CM CAPRI ANTRACITA OUTZEN,OUTZEN,1393,Easy,18-02-2026,16CM,DESCONOCIDO,1,0
79,MACETA TALLA S CANASTO BASE BUKAN OUTZEN,OUTZEN,10493,Easy,18-02-2026,S,DESCONOCIDO,1,0
80,MACETERO ENLOZADO MOSTAZA 20X18X18 CM,DECOGREEN,12990,Easy,18-02-2026,20X18X18,DESCONOCIDO,1,0
81,MACETA RUSTIC ROUND 33 CM CHARCOAL,JAPI,19990,Easy,18-02-2026,33CM,DESCONOCIDO,1,0
82,MACETERO CON PLATO BIODEGRADABLE BAMBOO CUADRADO AMARILLO 12.4X13.3X13.3 CM,DECOGREEN,3990,Easy,18-02-2026,12.4X13.3X13.3,DESCONOCIDO,1,0
83,SOPORTE MACETA NEGRO OUTZEN,OUTZEN,13993,Easy,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
84,MACETA CANASTO RING 36 CM,OUTZEN,10493,Easy,18-02-2026,36CM,DESCONOCIDO,1,0
85,MACETA AGAVE 12X14 CM,OUTZEN,3493,Easy,18-02-2026,12X14,DESCONOCIDO,1,0
86,MACETA BOCAYA BEIGE 36 CM,OUTZEN,25193,Easy,18-02-2026,36CM,DESCONOCIDO,1,0
87,MACETERO METALICO BLANCO 12X24X10 CM,DECOGREEN,4194,Easy,18-02-2026,12X24X10,METAL,1,0
88,MACETERO N6 TAUPE 17 CM,REYPLAST,990,Easy,18-02-2026,17CM,DESCONOCIDO,1,0
89,PLATO MACETERO 18 CM RATAN MARRON REYPLAST,REYPLAST,690,Easy,18-02-2026,18CM,NATURAL,1,0
90,MACETERO 33 CM RUSTIC ROUND PLANTER I JAPI,JAPI,19990,Easy,18-02-2026,33CM,DESCONOCIDO,1,0
91,MACETERO PEDESTAL GRIS DECOGREEN,DECOGREEN,53990,Easy,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
92,MACETA RUSTIC CASK 44 CM CHARCOAL,JAPI,44990,Easy,18-02-2026,44CM,DESCONOCIDO,1,0
93,MACETA AUTORREGANTE STONE BEIGE 28 CM,OUTZEN,20993,Easy,18-02-2026,28CM,DESCONOCIDO,1,0
94,MACETA BASE MADERA GRIS 21 CM,GENERICO,6993,Easy,18-02-2026,21CM,NATURAL,1,0
95,MACETA MURCIA 50 CM,OUTZEN,20993,Easy,18-02-2026,50CM,DESCONOCIDO,1,0
96,MACETA PORTER COTTON 16.6 CM,OUTZEN,2793,Easy,18-02-2026,16.6CM,DESCONOCIDO,1,0
97,MACETA OLEANDER NEGRO 19 CM,OUTZEN,4990,Easy,18-02-2026,19CM,DESCONOCIDO,1,0
98,SOPORTE MACETA DOBLE NEGRO OUTZEN,OUTZEN,13993,Easy,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
99,MACETERO 33 CM RATAN MARRON REYPLAST,REYPLAST,8980,Easy,18-02-2026,33CM,NATURAL,1,0
100,PORTA MACETA COLGANTE 15 CM ROOTS,OUTZEN,2793,Easy,18-02-2026,15CM,DESCONOCIDO,1,0
101,MACETA BOCAYA BEIGE 28 CM,OUTZEN,18193,Easy,18-02-2026,28CM,DESCONOCIDO,1,0
102,MACETERO 20 CM BOHO NATURAL OUTZEN,OUTZEN,6993,Easy,18-02-2026,20CM,DESCONOCIDO,1,0
103,MACETA FACE 37X37X33 CM,OUTZEN,20993,Easy,18-02-2026,37X37X33,DESCONOCIDO,1,0
104,MACETA OLEANDER BLUE 15 CM,OUTZEN,2990,Easy,18-02-2026,15CM,DESCONOCIDO,1,0
105,MACETA BILLIE GRIS 38.6 CM,OUTZEN,6293,Easy,18-02-2026,38.6CM,DESCONOCIDO,1,0
106,MACETERO CANASTO 20 CM RAMA NATURAL,DECOGREEN,5990,Easy,18-02-2026,20CM,DESCONOCIDO,1,0
107,MACETERO 25 CM RATAN MARRON REYPLAST,REYPLAST,4980,Easy,18-02-2026,25CM,NATURAL,1,0
108,MACETA 21 CM MADAGASCAR VERDE SECO OUTZEN,OUTZEN,1743,Easy,18-02-2026,21CM,DESCONOCIDO,1,0
109,MACETERO CILINDRO GRAFITO CON PLATO DORADO M 15X15 CM,DECOGREEN,6594,Easy,18-02-2026,15X15,DESCONOCIDO,1,0
110,MACETERO 14 CM CAPRI TAUPE OUTZEN,ARTEVASI,1043,Easy,18-02-2026,14CM,DESCONOCIDO,1,0
111,MACETERO 32.5 CM XL CANASTO NATURAL OUTZEN,OUTZEN,8393,Easy,18-02-2026,32.5CM,DESCONOCIDO,1,0
112,MACETERO 20 CM CAPRI BLANCO OUTZEN,OUTZEN,2793,Easy,18-02-2026,20CM,DESCONOCIDO,1,0
113,MACETERO ENLOZADO BLANCO 17X15X15 CM,DECOGREEN,9990,Easy,18-02-2026,17X15X15,DESCONOCIDO,1,0
114,MACETERO CON PLATO CILINDRO CEMENTO 13X13X13 CM,DECOGREEN,5990,Easy,18-02-2026,13X13X13,CEMENTICIO,1,0
115,MACETERO BIODEGRADABLE BAMBOO BLANCO 24X24X18 CM,DECOGREEN,6990,Easy,18-02-2026,24X24X18,DESCONOCIDO,1,0
116,MACETA COATI MOSTAZA 15.8 CM,OUTZEN,3493,Easy,18-02-2026,15.8CM,DESCONOCIDO,1,0
117,MACETA AUTORREGANTE STONE BEIGE 33 CM,OUTZEN,27993,Easy,18-02-2026,33CM,DESCONOCIDO,1,0
118,MACETERO CILINDRO CEMENTO CON PEDESTAL BAMBOO 25X19 CM,DECOGREEN,5394,Easy,18-02-2026,25X19,CEMENTICIO,1,0
119,MACETA BILLIE VERDE 28.6 CM,OUTZEN,2793,Easy,18-02-2026,28.6CM,DESCONOCIDO,1,0
120,MACETERO TRANSPARENTE 12 CM + 1L SUSTRATO MIX ORQUIDEAS 1L,,7990,Mercado Libre,18-02-2026,12CM,DESCONOCIDO,1,0
121,CRUZ MACETERO MACETA CON PEDESTAL AJUSTABLE NEGRO 24 - 36 CM,,12373,Mercado Libre,18-02-2026,36CM,DESCONOCIDO,1,0
122,PORTA MACETERO DE FIERRO BASE CUADRADA MACETA DECORATIVO,,12900,Mercado Libre,18-02-2026,SIN MEDIDAS,METAL,1,0
123,MACETERO CUADRADO 58CM DE PLASTICO KD9942,,25983,Mercado Libre,18-02-2026,58CM,PLASTICO,1,0
124,SET 3 MACETEROS MACETA DE CERAMICA BLANCO CON LINEAS,,19900,Mercado Libre,18-02-2026,SIN MEDIDAS,CERAMICA,3,1
125,"DE 3 MACETEROS CON PLATO, 5 MODELOS MARCA HOMEY BLANCO MARIPOSA",,9590,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,3,1
126,PACK 20 MACETEROS PLASTICO REDONDO 8.5CM CHICOS JARDINERAS,,9990,Mercado Libre,18-02-2026,8.5CM,PLASTICO,20,1
127,"PACK 2, MACETERO DE CERAMICA MODELOS VARIADOS ANIMALES",,5025,Mercado Libre,18-02-2026,SIN MEDIDAS,CERAMICA,2,1
128,MACETA VACA DECORATIVA PARA JARDIN Y HOGAR,,11782,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
129,4 JUEGOS SOPORTE PARA MACETAS SOPORTES MACETERO INTERIOR,,62940,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
130,MACETA CUADRADA NDEG30 CON PLATO TERRACOTA,,6990,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
131,80 MACETEROS DE PLASTICO PARA VIVERO 14X13 TERRACOTA,,13269,Mercado Libre,18-02-2026,14X13,PLASTICO,80,1
132,MACETERO COLGANTE 24X15 CM GRIS CASA VIVA,,6830,Mercado Libre,18-02-2026,24X15,DESCONOCIDO,1,0
133,SOPORTE PORTA MACETA MACETERO DE BASE METAL CON RUEDAS NEGRO SOPORTE CON RUEDAS,,3666,Mercado Libre,18-02-2026,SIN MEDIDAS,METAL,1,0
134,MACETERO REDONDO MEDIANO 33CM BOCA EXTERIOR PLASTICO DURO MARRON MEDIANO M,,6200,Mercado Libre,18-02-2026,33CM,PLASTICO,1,0
135,6 SISTEMAS DE SOPORTE DE TOMATES DURADEROS PARA PLANTAS SANA,,35434,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
136,3 JUEGOS COLGADOR MACETAS CHLOROPHYTUM MACIZOS FLORES AIRE,,43581,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
137,MACETERO NORDICO GRIS OSCURO L 40 CM 40 X 24 X 30 GRIS CLARO,,19793,Mercado Libre,18-02-2026,40CM,DESCONOCIDO,1,0
138,"SOPORTE DE MADERA PARA PLANTAS, SOPORTE PARA MACETAS, MESA",,76944,Mercado Libre,18-02-2026,SIN MEDIDAS,NATURAL,1,0
139,MACETAS DE DECORACION DE CERAMICAS CREATIVO ESTILO BOHEMIO,,6000,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
140,"MACETA PARA ORQUIDEAS CON AGUJEROS, 5 UNIDADES R",,9552,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,5,1
141,MACETERO DECORATIVO CON PEDESTAL METAL DORADO INTERIOR NEGRO MACETERO,,17980,Mercado Libre,18-02-2026,SIN MEDIDAS,METAL,1,0
142,// LINDO MACETERO CON FORMA DE PERRO CON FORMA DE ANIMAL,,19622,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
143,MACETERERO PLASTICO CUADRADO 20 CM JARDIN AIRE LIBRE,,4990,Mercado Libre,18-02-2026,20CM,PLASTICO,1,0
144,"100 MACETEROS 10X8 TERRACOTA,MACETAS DE PLASTICO PARA VIVERO",,9980,Mercado Libre,18-02-2026,10X8,PLASTICO,100,1
145,SET ORGANIZADOR 3 PEDESTAL PORTA MACETERO DESMONTABLE NEGRO NEGRO,,17782,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
146,MACETERO ORQUIDEAS TRANSPARENTE MACETA + SUSTRATO PREMIUM 2L BLANCO MACETERO PARA ORQUIDEAS,,9990,Mercado Libre,18-02-2026,2L,DESCONOCIDO,1,0
147,4 PIEZAS MACETAS COLGANTES OVALADAS DE HIERRO PARA BALCON,,40236,Mercado Libre,18-02-2026,SIN MEDIDAS,METAL,1,0
148,MACETEROS DE GREDA TERRARIO. PACK 3 UNID. JARDIN DEL CARMEN. COLOR TERRACOTA,,19980,Mercado Libre,18-02-2026,SIN MEDIDAS,CERAMICA,3,1
149,"DE 2 MACETEROS GEOMETRICOS, PLASTICO RESISTENTE. BLANCO-NEGRO",,5831,Mercado Libre,18-02-2026,SIN MEDIDAS,PLASTICO,2,1
150,MACETERO PLASTICO REDONDO 50 CM GRANDE / MACETA NEGRO,,12990,Mercado Libre,18-02-2026,50CM,PLASTICO,1,0
151,"PACK DE 4 MACETEROS DE ANIMALITOS PARA SUCULENTAS, SURTIDOS. BLANCO",,9990,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,4,1
152,PORTA MACETERO PEDESTAL MACETA PLANTAS NEGRO DORADO,,18905,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
153,PACK 10 MACETEROS TRANSPARENTES PLASTICO FLEXIBLE ORQUIDEA TRANSPARENTE REDONDO LISO,,6990,Mercado Libre,18-02-2026,SIN MEDIDAS,PLASTICO,10,1
154,PLATO PARA MACETEROS GRANDES DIAMETRO 50 CM RESISTENTES,,23028,Mercado Libre,18-02-2026,50CM,DESCONOCIDO,1,0
155,MACETAS PARA ORQUIDEAS EN UY,,8349,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
156,JARDINERAS MACETERO DE MADERA RECTANGULAR GRANDE CON BORDE DE MADERA,,37990,Mercado Libre,18-02-2026,SIN MEDIDAS,NATURAL,1,0
157,PEDESTAL PARA 3 PLANTAS / PORTA MACETEROS METALICO - NORPLAT BLANCO LISA,,19980,Mercado Libre,18-02-2026,SIN MEDIDAS,METAL,1,0
158,PACK 5 DE MACETAS DE FIELTRO PARA CULTIVO PARA PATATA/TOMATE,,16311,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,5,1
159,MACETAS COLGANTES EN HIERRO CON SOPORTE PARA BALCONES,,35469,Mercado Libre,18-02-2026,SIN MEDIDAS,METAL,1,0
160,MACETERO 38CM CONICO DE PLASTICO KD9951W,,9900,Mercado Libre,18-02-2026,38CM,PLASTICO,1,0
161,GANCHOS PARA COLGAR PLANTAS DE HIERRO FORJADO DE 8 PAQUETE,,46654,Mercado Libre,18-02-2026,SIN MEDIDAS,METAL,1,0
162,MACETERO CESTA TEJIDO BEIGE HOGAR 26X22CM FLORES PLANTA BEIGE,,10900,Mercado Libre,18-02-2026,26X22,DESCONOCIDO,1,0
163,PACK 20 MACETEROS PLASTICO REDONDO 17CM COLONIAL VIC V-17,,17990,Mercado Libre,18-02-2026,17CM,PLASTICO,20,1
164,ESTANTE JARDINERA HUERTO METALICO PLANTA 3 NIVELES METAL NEGRO MACETERO,,18981,Mercado Libre,18-02-2026,SIN MEDIDAS,METAL,1,0
165,SOPORTE PARA FLORES ESTANTE TRIANGULAR DE PIE PARA MACETAS,,6663,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
166,2 PIEZAS CESTA COLGANTE FLORES ARTIFICIALES ESCITORIO,,35785,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
167,"LINDO MACETERO PARA PERROS, MOLDE DE SILICONA FUNDIDO EN RES",,3792,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
168,MACETERO REDONDO ESTILO RATAN MACETA JARDINERIA PLANTAS,,11969,Mercado Libre,18-02-2026,SIN MEDIDAS,NATURAL,1,0
169,EXHIBICION MACETERO DE BAMBU CON 9 REPISAS,,49980,Mercado Libre,18-02-2026,SIN MEDIDAS,NATURAL,1,0
170,"MACETA DE FLOR, JARDINERA RUSTICA, CUBETA DE 12 PULGADAS",,17418,Mercado Libre,18-02-2026,12PULGADAS,DESCONOCIDO,1,0
171,"MOLDES DE SILICONA PARA MACETAS, 4 PIEZAS, MOLDE DE YESO",,3169,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
172,MACETERO 38CM GRAFIATO CONICO KD9951,,8500,Mercado Libre,18-02-2026,38CM,DESCONOCIDO,1,0
173,MACETA TEJIDA YUTE CON PATAS MADERA DECORATIVO PARA PLANTAS COLOR BEIGE,,9490,Mercado Libre,18-02-2026,SIN MEDIDAS,NATURAL,1,0
174,MACETA MACETERO PLASTICO REDONDO ESTILO RATAN 33X30 CM RATAN MARCA REYPLAST,,11990,Mercado Libre,18-02-2026,33X30,PLASTICO,1,0
175,PORTA MACETERO PEDESTAL MACETA PLANTAS NEGRO DORADO GRANDE,,14918,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
176,MACETERO WORTH REDONDO GRANDE 44X39 CM PLASTICO BLANCO CON D,,130807,Mercado Libre,18-02-2026,44X39,PLASTICO,1,0
177,2 MACETEROS BARRIL SIMULACION MADERA 4L C/ AGUJERO 22.8X17CM,,13800,Mercado Libre,18-02-2026,22.8X17,NATURAL,2,1
178,PACK 20 PLATO MACETEROS REDONDO 6CM CHICOS JARDINERAS,,5990,Mercado Libre,18-02-2026,6CM,DESCONOCIDO,20,1
179,MACETAS MOVILES DE IMITACION PARA USO EXTERIOR,,26251,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
180,WORTH GARDEN 8 MACETAS REDONDAS DE PLASTICO PARA PLANTAS,,57330,Mercado Libre,18-02-2026,SIN MEDIDAS,PLASTICO,8,1
181,"MYGIFT MACETERO CUAD. PARA SUCULENTAS CERAMICA BLANCA 6,3 CM",,82098,Mercado Libre,18-02-2026,"6,3CM",CERAMICA,1,0
182,"MACETA INTELIGENTE, DISPOSITIVO PARA EL HOGAR",,122633,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
183,2 PIEZAS SOPORTE PARA BONSAI MACETERO COLGADOR CON ARO,,18147,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
184,MACETA COLGANTE DE ACRILICO TRANSPARENTE PARED 26CM,,14990,Mercado Libre,18-02-2026,26CM,PLASTICO,1,0
185,"MACETAS INTELIGENTES PARA MASCOTAS, MACETA AI, MACETAS",,80359,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
186,SET DE 3 SOPORTES PARA MACETERO CON DOBLE GANCHO DESMONTABLE,,31790,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,3,1
187,2 NIVELES MACETERO MACETA RETIRABLE CON PEDESTAL NEGRO 73 CM,,27096,Mercado Libre,18-02-2026,73CM,DESCONOCIDO,1,0
188,SET 3 MACETEROS MACETA DE CERAMICA BLANCOS CON PLATO BLANCO MACETERO DE CERAMICA,,14840,Mercado Libre,18-02-2026,SIN MEDIDAS,CERAMICA,3,1
189,PAQUETE DE 100 MACETAS FLEXIBLES CON AGUJEROS DE DRENAJE,,16505,Mercado Libre,18-02-2026,SIN MEDIDAS,DESCONOCIDO,100,1
