Nombre,Precio,Precio envio,Tienda,Fecha
"Paquete de 36 macetas de plástico de 4 pulgadas con platillos, macetas de flores coloridas, macetas de inicio de semillas, macetas engrosadas, macetas de vivero para el hogar, jardín, flores",19902,Entrega por CLP 18447 el mié 11 de mar,Amazon,27-02-2026
"Paquete de 4 macetas retro de 12 pulgadas, macetas vintage a rayas con orificio de drenaje y platillo, macetas grandes de plástico para plantas de interior y exterior, macetas decorativas de",31155,"Entrega por CLP 40695 el vie 13 de mar
O entrega más rápida el jue 12 de mar",Amazon,27-02-2026
"Macetas de 10 pulgadas para interiores y exteriores, paquete de 4 macetas de plástico para plantas de interior con agujeros de drenaje y bandejas, juegos de contenedores decorativos de resina",20767,Entrega por CLP 21278 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Paquete de 36 macetas de plástico de 4 pulgadas con platillos, macetas de flores coloridas, macetas de inicio de semillas, macetas engrosadas, macetas de vivero para el hogar, jardín, flores",19902,Entrega por CLP 18447 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Paquete de 48 macetas de plástico de 4 pulgadas, juego de macetas de interior de plántulas gruesas, macetas de inicio de semillas con agujeros de drenaje, platillos, mini herramientas de jardín",23364,Entrega por CLP 21235 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
WOUSIWER Paquete de 16 macetas de plástico de 6 pulgadas para macetas de interior, resistentes y elegantes de 6 pulgadas para plantas de interior con agujeros de drenaje y bandeja para plantas, flores",20551,Entrega por CLP 18482 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Juego de 12 macetas de plástico de 6 pulgadas, modernas con orificios de drenaje y platillos para todas las plantas de casa, hierbas, flores y vivero de siembra, coloridas",19902,Entrega GRATIS entre el 16 de mar - 10 de abr a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
Creative Co-Op - Maceta grande de cerámica blanca mate con relieve,85693,Entrega por CLP 62458 el jue 12 de mar,Amazon,27-02-2026
"Macetas de 10 pulgadas para interiores y exteriores, paquete de 4 macetas de plástico para plantas de interior con agujeros de drenaje y bandejas, juegos de contenedores decorativos de resina",20767,Entrega por CLP 21278 el mié 11 de mar,Amazon,27-02-2026
"Amazon Basics Maceta redonda de cerámica acanalada, 8 pulgadas, color blanco",34618,Entrega por CLP 28654 el jue 12 de mar,Amazon,27-02-2026
"Paquete de 36 macetas de plástico de 4 pulgadas con platillos, macetas de flores coloridas, macetas de inicio de semillas, macetas engrosadas, macetas de vivero para el hogar, jardín, flores",19902,Entrega por CLP 18447 el mié 11 de mar,Amazon,27-02-2026
"Macetas de Vivero de Plástico de 6 pulgadas, Paquete de 16 Macetas para Plantas Pequeñas de Interior y Exterior, Macetas con Agujeros de Drenaje y Platillos, Macetas Decorativas de Inicio de",18906,Entrega por CLP 18248 el vie 13 de mar,Amazon,27-02-2026
"Juego de 12 macetas de plástico de 6 pulgadas, modernas con orificios de drenaje y platillos para todas las plantas de casa, hierbas, flores y vivero de siembra, coloridas",19902,"Entrega GRATIS entre el 16 de mar - 10 de abr a Chile en US$49 (CLP 42418) de artículos elegibles
O entrega más rápida entre el 16 de mar - 2 de abr",Amazon,27-02-2026
"FAMILY Paquete de 20 macetas de arcilla terracota de 3.15 pulgadas, mini macetas transpirables y pintables para interiores para niños y adultos",17305,Entrega por CLP 20456 el mié 11 de mar,Amazon,27-02-2026
"Paquete de 48 macetas de plástico de 4 pulgadas, juego de macetas de interior de plántulas gruesas, macetas de inicio de semillas con agujeros de drenaje, platillos, mini herramientas de jardín",23364,Entrega por CLP 21235 el mié 11 de mar,Amazon,27-02-2026
"Macetas de Cerámica para Plantas de Interior con Platillo, Macetas de 6 Pulgadas con Esmalte Vintage de Grieta de Hielo y Agujeros de Drenaje, Macetas Decorativas para Jardín al Aire Libre y",23364,Entrega por CLP 20568 el mié 11 de mar,Amazon,27-02-2026
"Pure Garden Caja de maceta con diseño de celosía – Maceta decorativa al aire libre de 14.75 pulgadas cuadradas para flores o plantas – Decoración para el porche delantero, patio y jardín (Negro)",27693,Entrega por CLP 23867 el jue 12 de mar,Amazon,27-02-2026
"Lifemaster Juego de 5 macetas ecológicas para decoración del hogar, macetas de plástico para interiores y exteriores con agujeros de drenaje, varios tamaños (7, 6.6, 6, 5.3, 4.8 pulgadas), macetas",8007,Entrega por CLP 16526 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Macetas de Vivero de Plástico de 6 pulgadas, Paquete de 16 Macetas para Plantas Pequeñas de Interior y Exterior, Macetas con Agujeros de Drenaje y Platillos, Macetas Decorativas de Inicio de",18906,Entrega por CLP 18248 el vie 13 de mar,Amazon,27-02-2026
"Patrocinado 
Macetas amarillas con orificios de drenaje y platillos, paquete de 3, macetas apilables que ahorran espacio para interiores y exteriores para plantas de interior y flores, (17.8 cm, 17 cm y 15.2 cm",9652,Entrega GRATIS entre el 9 - 17 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Patrocinado 
vancasso Macetas de cerámica, 4+5+6 pulgadas, juego de 3, macetas con orificio de drenaje, macetas para plantas de interior, maceta moderna decorativa de interior, decoración del hogar, color blanco",22490,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Patrocinado 
50 macetas de 5 galones, maceta de plástico para plantar semillas, macetas de plántulas de flores con agujeros de drenaje, contenedor flexible para interiores y exteriores, jardín, césped, patio",57126,Entrega por CLP 57039 el vie 13 de mar,Amazon,27-02-2026
"Ton Sin Macetas de Cerámica de Oro Rosa para Flores, Macetas Pequeñas Esmaltadas para Suculentas de 4""+5""+6"" Pulgadas con Agujero de Drenaje, Macetas Modernas Decorativas de Interior Juego de 3",22499,Entrega por CLP 19157 el vie 13 de mar,Amazon,27-02-2026
"Paquete de 300 Macetas de Plástico de 4 Pulgadas para Plantas, Macetas Pequeñas para Plántulas, Macetas para Suculentas, Macetas con Agujeros de Drenaje, Incluye 300 Etiquetas para Plantas",19036,Entrega por CLP 19097 el mié 11 de mar,Amazon,27-02-2026
"Gepege - Macetas blancas de interior, maceta de cerámica con orificio de drenaje, 6.0, 5.0 y 4.0 pulgadas, maceta para orquídeas y suculentas, esmalte perlado de arcoíris",18690,Entrega por CLP 18395 el mié 11 de mar,Amazon,27-02-2026
"LE TAUCI Macetas de cerámica, macetas con patas de 5.1 + 6.4 pulgadas para plantas, macetas modernas para el hogar y la oficina, macetas de interior con drenaje, esmalte reactivo blanco",22490,Entrega por CLP 18984 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
FAMILY Paquete de 20 macetas de arcilla terracota de 3.15 pulgadas, mini macetas transpirables y pintables para interiores para niños y adultos",17305,Entrega por CLP 20456 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Paquete de 4 macetas retro de 12 pulgadas, macetas vintage a rayas con orificio de drenaje y platillo, macetas grandes de plástico para plantas de interior y exterior, macetas decorativas de",31155,Entrega por CLP 40695 el vie 13 de mar,Amazon,27-02-2026
"Patrocinado 
Macetas de 8 pulgadas para interiores y exteriores, paquete de 4 macetas de plástico con agujeros de drenaje y platillos, macetas de resina con bandejas, contenedor clásico de jardín para",16439,Entrega GRATIS el vie 13 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Patrocinado 
ARNIS Macetas modernas, juego de 2 macetas redondas grandes con soporte, macetas de metal de gran tamaño con agujeros de drenaje para sala de estar, oficina, jardín o balcón, 10.5 y 12.25 pulgadas",69228,Entrega por CLP 51369 el jue 12 de mar,Amazon,27-02-2026
"Macetas de cerámica de 6 pulgadas con agujeros de drenaje, platillos y almohadillas de malla para plantas de interior y exterior, maceta redonda grande de orquídea suculenta, juego de 2",21287,Entrega por CLP 31978 el mié 11 de mar,Amazon,27-02-2026
"LE TAUCI Macetas de cerámica para plantas, macetas de interior de 10+8+6 pulgadas, macetas modernas para plantas de interior, oficina en casa, macetas redondas cilíndricas con orificio de drenaje y",51932,Entrega por CLP 55515 el jue 12 de mar,Amazon,27-02-2026
"vancasso Paquete de 3 macetas de cerámica para plantas de interior de 3.7/4.8/6.2 pulgadas con platillos y agujero de drenaje para plantas de interior y flores, color blanco",20248,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Dalzom® 60 macetas de turba de 3.1 pulgadas con 60 etiquetas para plantas, macetas biodegradables para plántulas con agujeros de drenaje, macetas de jardín para viveros, bandejas de inicio de semillas",8648,Entrega por CLP 13556 el mié 11 de mar,Amazon,27-02-2026
"Juego de 2 macetas colgantes de 10 pulgadas para plantas de interior con autoriego, incluye macetas colgantes para plantas, maceta colgante para exteriores con drenaje y 2 tipos de ganchos para cestas",20767,Entrega por CLP 20153 el mié 11 de mar,Amazon,27-02-2026
"Macetas de Plástico para Plantas de 10/9/8/7.5/7 pulgadas, Juego de 5, Jardineras de Flores con Agujeros de Drenaje y Platillos, Macetas de Plástico para Plantas de Interior y Exterior",22196,Entrega por CLP 22464 el mié 11 de mar,Amazon,27-02-2026
"Gardzen - Paquete de 10 bolsas de cultivo de 5 galones, macetas de tela de aireación engrosadas de 300 g con asas, macetas de tela resistentes para plantas",19036,Entrega por CLP 17495 el mié 11 de mar,Amazon,27-02-2026
"Kante - Maceta redonda de hormigón de 11.6 pulgadas de diámetro, maceta grande para interiores y exteriores, con orificio de drenaje y tapón de goma, para hogar, jardín y patio, acabado hormigón",51897,Entrega por CLP 69808 el vie 13 de mar,Amazon,27-02-2026
"110 piezas de macetas pequeñas de plástico, macetas de 4 pulgadas con drenaje, macetas de inicio para plántulas de plantas, ideales para hierbas, esquejes y plantas de inicio",8648,Entrega por CLP 13487 el mié 11 de mar,Amazon,27-02-2026
"Ton Sin Macetas grises, maceta con textura para plantas de interior, juego de 3 macetas de cerámica con platillo, bonitas macetas de jardín para suculentas (paquete de 3, color gris)",17305,Entrega por CLP 19114 entre el 9 - 20 de mar,Amazon,27-02-2026
"BUYMAX Macetas para interiores – Maceta de cerámica de 5 pulgadas con orificio de drenaje y bandeja de cerámica – Jardinería para el hogar, escritorio, oficina, ventana, decoración regalo, juego de 4",24230,Entrega por CLP 24698 el vie 13 de mar,Amazon,27-02-2026
"Deep Dream - Macetas de 6 Pulgadas - Maceta de Cerámica con Orificio de Drenaje y Platillo, Maceta Redonda para Suculentas, Lengua de Suegra y Cactus de Interior y Exterior, Azul",14699,Entrega por CLP 17885 el jue 12 de mar,Amazon,27-02-2026
"Bloem Mathers - Macetero de jardín moderno de resina de 8"" en terracota apagado, redondo, con agujeros de drenaje y bandeja con platillo removible incluida",17435,Entrega por CLP 17712,Amazon,27-02-2026
"YBX Macetas de Cerámica de 8 Pulgadas + 6 Pulgadas para Plantas, Macetas para Flores Suculentas con Agujeros de Drenaje, Jardineras de Terracota para Plantas de Interior, Blanco & Terracota (Jardín)",23875,Entrega por CLP 22256 el mié 11 de mar,Amazon,27-02-2026
"JERIA Paquete de 200 macetas de plástico de 4 pulgadas con 200 etiquetas, contenedor de plantas de flores de plántula y macetas de inicio de semillas",15573,Entrega por CLP 16699 el mié 11 de mar,Amazon,27-02-2026
"Macetas de vivero grandes transparentes de 10/8/6/5 pulgadas con agujeros de drenaje, paquete de 16 macetas de plástico transparente de galón para plantas, maceta iniciadora de plántulas",27693,Entrega por CLP 20586 el mié 11 de mar,Amazon,27-02-2026
"vancasso Macetas de cerámica, 3 piezas para plantas de interior, macetas de 4.25 + 5.25 + 6.25 pulgadas con drenaje, macetas de interior para suculentas, potos, plantas de serpiente y árbol del dinero",25096,Entrega por CLP 26663 el mié 11 de mar,Amazon,27-02-2026
